ts,device,co,humidity,light,lpg,motion,smoke,temp
1.59E+09,1c:bf:ce:15:ec:4d,0.004172217,77.19999695,TRUE,0.006755027,FALSE,0.017869058,26.39999962
1.59E+09,00:0f:00:70:91:0a,0.00237526,76.59999847,FALSE,0.004494094,FALSE,0.011562442,19.70000076
1.59E+09,b8:27:eb:bf:9d:51,0.004880074,51.2,FALSE,0.007565918,FALSE,0.020169406,22.2
1.59E+09,1c:bf:ce:15:ec:4d,0.004179599,76.80000305,TRUE,0.006763671,FALSE,0.017893484,26.39999962
1.59E+09,b8:27:eb:bf:9d:51,0.004885654,51.3,FALSE,0.007572176,FALSE,0.020187226,22.2
1.59E+09,00:0f:00:70:91:0a,0.00237526,76.5,FALSE,0.004494094,FALSE,0.011562442,19.70000076
1.59E+09,b8:27:eb:bf:9d:51,0.004899658,51.4,FALSE,0.00758787,FALSE,0.020231924,22.2
1.59E+09,1c:bf:ce:15:ec:4d,0.004179599,76.80000305,TRUE,0.006763671,FALSE,0.017893484,26.29999924
1.59E+09,00:0f:00:70:91:0a,0.00237526,76.5,FALSE,0.004494094,FALSE,0.011562442,19.70000076
1.59E+09,b8:27:eb:bf:9d:51,0.004893968,51.6,FALSE,0.007581495,FALSE,0.020213765,22.2
1.59E+09,1c:bf:ce:15:ec:4d,0.004179599,76.90000153,TRUE,0.006763671,FALSE,0.017893484,26.39999962
1.59E+09,b8:27:eb:bf:9d:51,0.004908039,51.8,FALSE,0.007597258,FALSE,0.020258661,22.2
1.59E+09,1c:bf:ce:15:ec:4d,0.004179599,76.80000305,TRUE,0.006763671,FALSE,0.017893484,26.39999962
1.59E+09,b8:27:eb:bf:9d:51,0.004884309,51.9,FALSE,0.007570668,FALSE,0.020182931,22.2
1.59E+09,00:0f:00:70:91:0a,0.00237526,76.5,FALSE,0.004494094,FALSE,0.011562442,19.60000038
1.59E+09,1c:bf:ce:15:ec:4d,0.004179599,76.90000153,TRUE,0.006763671,FALSE,0.017893484,26.39999962
1.59E+09,b8:27:eb:bf:9d:51,0.004902378,52,FALSE,0.007590918,FALSE,0.020240603,22.2
1.59E+09,1c:bf:ce:15:ec:4d,0.004190733,76.90000153,TRUE,0.006776701,FALSE,0.017930308,26.39999962
1.59E+09,b8:27:eb:bf:9d:51,0.00491217,52.1,FALSE,0.007601883,FALSE,0.020271835,22.2
1.59E+09,b8:27:eb:bf:9d:51,0.004888457,52.1,FALSE,0.007575318,FALSE,0.020196174,22.2
1.59E+09,1c:bf:ce:15:ec:4d,0.004196313,76.80000305,TRUE,0.006783227,FALSE,0.017948754,26.29999924
1.59E+09,00:0f:00:70:91:0a,0.002394548,77.19999695,FALSE,0.004520463,FALSE,0.011634926,19.70000076
1.59E+09,b8:27:eb:bf:9d:51,0.004888457,52.2,FALSE,0.007575318,FALSE,0.020196174,22.3
1.59E+09,b8:27:eb:bf:9d:51,0.004898217,52.1,FALSE,0.007586256,FALSE,0.020227325,22.2
1.59E+09,1c:bf:ce:15:ec:4d,0.004201902,76.80000305,TRUE,0.006789761,FALSE,0.017967222,26.29999924
1.59E+09,b8:27:eb:bf:9d:51,0.004873181,52.1,FALSE,0.007558186,FALSE,0.02014739,22.3
1.59E+09,1c:bf:ce:15:ec:4d,0.004190733,76.80000305,TRUE,0.006776701,FALSE,0.017930308,26.29999924
1.59E+09,b8:27:eb:bf:9d:51,0.004888457,51.9,FALSE,0.007575318,FALSE,0.020196174,22.2
1.59E+09,1c:bf:ce:15:ec:4d,0.004196313,76.80000305,TRUE,0.006783227,FALSE,0.017948754,26.29999924
1.59E+09,b8:27:eb:bf:9d:51,0.004898217,51.9,FALSE,0.007586256,FALSE,0.020227325,22.3
1.59E+09,00:0f:00:70:91:0a,0.002394548,76.30000305,FALSE,0.004520463,FALSE,0.011634926,19.70000076
1.59E+09,b8:27:eb:bf:9d:51,0.00491217,51.8,FALSE,0.007601883,FALSE,0.020271835,22.3
1.59E+09,1c:bf:ce:15:ec:4d,0.004179599,76.90000153,TRUE,0.006763671,FALSE,0.017893484,26.39999962
1.59E+09,b8:27:eb:bf:9d:51,0.004893968,51.7,FALSE,0.007581495,FALSE,0.020213765,22.2
1.59E+09,1c:bf:ce:15:ec:4d,0.004179599,76.80000305,TRUE,0.006763671,FALSE,0.017893484,26.29999924
1.59E+09,00:0f:00:70:91:0a,0.002394548,76.30000305,FALSE,0.004520463,FALSE,0.011634926,19.70000076
1.59E+09,b8:27:eb:bf:9d:51,0.004898217,51.6,FALSE,0.007586256,FALSE,0.020227325,22.2
1.59E+09,1c:bf:ce:15:ec:4d,0.004207499,76.80000305,TRUE,0.006796302,FALSE,0.017985713,26.29999924
1.59E+09,b8:27:eb:bf:9d:51,0.004884309,51.6,FALSE,0.007570668,FALSE,0.020182931,22.3
1.59E+09,00:0f:00:70:91:0a,0.00237526,76.30000305,FALSE,0.004494094,FALSE,0.011562442,19.70000076
1.59E+09,b8:27:eb:bf:9d:51,0.004887033,51.6,FALSE,0.007573721,FALSE,0.020191627,22.3
1.59E+09,00:0f:00:70:91:0a,0.00237526,76.30000305,FALSE,0.004494094,FALSE,0.011562442,19.70000076
1.59E+09,b8:27:eb:bf:9d:51,0.004906768,51.5,FALSE,0.007595834,FALSE,0.020254605,22.3
1.59E+09,1c:bf:ce:15:ec:4d,0.004179599,76.90000153,TRUE,0.006763671,FALSE,0.017893484,26.29999924
1.59E+09,00:0f:00:70:91:0a,0.00237526,76.30000305,FALSE,0.004494094,FALSE,0.011562442,19.70000076
1.59E+09,b8:27:eb:bf:9d:51,0.004940347,51.5,FALSE,0.007633402,FALSE,0.020361631,22.3
1.59E+09,1c:bf:ce:15:ec:4d,0.004185162,77,TRUE,0.006770182,FALSE,0.017911885,26.29999924
1.59E+09,b8:27:eb:bf:9d:51,0.004893968,51.4,FALSE,0.007581495,FALSE,0.020213765,22.3
1.59E+09,00:0f:00:70:91:0a,0.00237526,76.30000305,FALSE,0.004494094,FALSE,0.011562442,19.70000076
1.59E+09,b8:27:eb:bf:9d:51,0.004869015,51.4,FALSE,0.007553512,FALSE,0.020134079,22.3
1.59E+09,1c:bf:ce:15:ec:4d,0.004207499,77.09999847,TRUE,0.006796302,FALSE,0.017985713,26.29999924
1.59E+09,b8:27:eb:bf:9d:51,0.004898257,51.4,FALSE,0.007586301,FALSE,0.020227453,22.3
1.59E+09,1c:bf:ce:15:ec:4d,0.004201902,77.19999695,TRUE,0.006789761,FALSE,0.017967222,26.29999924
1.59E+09,b8:27:eb:bf:9d:51,0.004882873,51.4,FALSE,0.007569057,FALSE,0.020178345,22.3
1.59E+09,00:0f:00:70:91:0a,0.002394548,77.19999695,FALSE,0.004520463,FALSE,0.011634926,19.70000076
1.59E+09,1c:bf:ce:15:ec:4d,0.004185162,77.09999847,TRUE,0.006770182,FALSE,0.017911885,26.29999924
1.59E+09,b8:27:eb:bf:9d:51,0.004917792,51.4,FALSE,0.007608176,FALSE,0.020289762,22.3
1.59E+09,00:0f:00:70:91:0a,0.00237526,76.30000305,FALSE,0.004494094,FALSE,0.011562442,19.70000076
1.59E+09,b8:27:eb:bf:9d:51,0.00493045,51.5,FALSE,0.007622337,FALSE,0.020330104,22.3
1.59E+09,1c:bf:ce:15:ec:4d,0.004179599,77.09999847,TRUE,0.006763671,FALSE,0.017893484,26.29999924
1.59E+09,00:0f:00:70:91:0a,0.00237526,76.30000305,FALSE,0.004494094,FALSE,0.011562442,19.70000076
1.59E+09,b8:27:eb:bf:9d:51,0.004906595,51.6,FALSE,0.007595641,FALSE,0.020254056,22.3
1.59E+09,1c:bf:ce:15:ec:4d,0.004179599,77,TRUE,0.006763671,FALSE,0.017893484,26.29999924
1.59E+09,b8:27:eb:bf:9d:51,0.004898217,51.7,FALSE,0.007586256,FALSE,0.020227325,22.3
1.59E+09,00:0f:00:70:91:0a,0.00237526,76.30000305,FALSE,0.004494094,FALSE,0.011562442,19.70000076
1.59E+09,1c:bf:ce:15:ec:4d,0.004185162,77.30000305,TRUE,0.006770182,FALSE,0.017911885,26.29999924
1.59E+09,b8:27:eb:bf:9d:51,0.004893968,51.8,FALSE,0.007581495,FALSE,0.020213765,22.3
1.59E+09,1c:bf:ce:15:ec:4d,0.004142837,76.90000153,TRUE,0.006720583,FALSE,0.017771749,26.29999924
1.59E+09,b8:27:eb:bf:9d:51,0.004874541,51.9,FALSE,0.007559712,FALSE,0.020151734,22.3
1.59E+09,00:0f:00:70:91:0a,0.00237526,76.30000305,FALSE,0.004494094,FALSE,0.011562442,19.70000076
1.59E+09,b8:27:eb:bf:9d:51,0.004917792,51.9,FALSE,0.007608176,FALSE,0.020289762,22.3
1.59E+09,1c:bf:ce:15:ec:4d,0.004179599,76.80000305,TRUE,0.006763671,FALSE,0.017893484,26.29999924
1.59E+09,b8:27:eb:bf:9d:51,0.004898257,52,FALSE,0.007586301,FALSE,0.020227453,22.3
1.59E+09,00:0f:00:70:91:0a,0.00237526,76.30000305,FALSE,0.004494094,FALSE,0.011562442,19.70000076
1.59E+09,b8:27:eb:bf:9d:51,0.004874541,52,FALSE,0.007559712,FALSE,0.020151734,22.3
1.59E+09,1c:bf:ce:15:ec:4d,0.004214997,77.19999695,TRUE,0.006805062,FALSE,0.018010476,26.29999924
